python,bench_chaos,1,
python,bench_deltablue,1,
python,bench_fannkuch,1,
python,bench_float,1,
python,bench_go,1,
python,bench_hexiom,1,
python,bench_json_dumps,1,
python,bench_json_loads,1,
python,bench_logging,1,
python,bench_mdp,1,
python,bench_nbody,1,
python,bench_pickle,1,
python,bench_pidigits,1,
python,bench_pyaes,1,
python,bench_pyflate,1,
python,bench_raytrace,1,
python,bench_richards,1,
python,bench_scimark,1,
python,bench_spectral_norm,1,
python,bench_telco,1,
python,bench_unpack_sequence,1,
python,bench_version,1,
